-0,140000000000000
-0,140000000000000
-0,140000000000000
-0,140000000000000
-0,140000000000000
-0,140000000000000
-0,140000000000000
-0,140000000000000
-0,140000000000000
-0,115000000000000
-0,140000000000000
-0,140000000000000
-0,155000000000000
-0,145000000000000
-0,130000000000000
-0,110000000000000
-0,125000000000000
-0,125000000000000
-0,130000000000000
-0,125000000000000
-0,100000000000000
-0,0750000000000000
-0,0750000000000000
-0,0700000000000000
-0,0750000000000000
-0,0700000000000000
-0,0600000000000000
-0,0250000000000000
-0,0200000000000000
-0,00500000000000000
0,00500000000000000
0,0500000000000000
0,115000000000000
0,160000000000000
0,170000000000000
0,175000000000000
0,165000000000000
0,170000000000000
0,150000000000000
0,185000000000000
0,135000000000000
0,105000000000000
0,0800000000000000
0,0650000000000000
0,0600000000000000
0,0600000000000000
0,0150000000000000
-0,0250000000000000
-0,0700000000000000
-0,0900000000000000
-0,120000000000000
-0,130000000000000
-0,120000000000000
-0,150000000000000
-0,170000000000000
-0,175000000000000
-0,165000000000000
-0,145000000000000
-0,155000000000000
-0,160000000000000
-0,160000000000000
-0,150000000000000
-0,140000000000000
-0,120000000000000
-0,140000000000000
-0,155000000000000
-0,155000000000000
-0,135000000000000
-0,130000000000000
-0,110000000000000
-0,105000000000000
-0,130000000000000
-0,140000000000000
-0,140000000000000
-0,140000000000000
-0,100000000000000
0,0200000000000000
0,180000000000000
0,380000000000000
0,605000000000000
0,790000000000000
0,895000000000000
0,840000000000000
0,590000000000000
0,225000000000000
-0,0550000000000000
-0,185000000000000
-0,190000000000000
-0,195000000000000
-0,160000000000000
-0,135000000000000
-0,125000000000000
-0,100000000000000
-0,100000000000000
-0,120000000000000
-0,135000000000000
-0,155000000000000
-0,150000000000000
-0,125000000000000
-0,105000000000000
-0,100000000000000
-0,115000000000000
-0,125000000000000
-0,120000000000000
-0,100000000000000
-0,0950000000000000
-0,105000000000000
-0,115000000000000
-0,120000000000000
-0,110000000000000
-0,105000000000000
-0,0950000000000000
-0,0950000000000000
-0,110000000000000
-0,110000000000000
-0,105000000000000
-0,0900000000000000
-0,0850000000000000
-0,0900000000000000
-0,115000000000000
-0,105000000000000
-0,0900000000000000
-0,0850000000000000
-0,0850000000000000
-0,0850000000000000
-0,0900000000000000
-0,100000000000000
-0,0950000000000000
-0,0800000000000000
-0,0600000000000000
-0,0750000000000000
-0,0800000000000000
-0,0850000000000000
-0,0750000000000000
-0,0700000000000000
-0,0550000000000000
-0,0700000000000000
-0,0850000000000000
-0,0800000000000000
-0,0850000000000000
-0,0550000000000000
-0,0400000000000000
-0,0500000000000000
-0,0650000000000000
-0,0600000000000000
-0,0650000000000000
-0,0500000000000000
-0,0350000000000000
-0,0450000000000000
-0,0450000000000000
-0,0450000000000000
-0,0450000000000000
-0,0300000000000000
-0,0350000000000000
-0,0200000000000000
-0,0400000000000000
-0,0500000000000000
-0,0550000000000000
-0,0300000000000000
-0,0250000000000000
-0,0300000000000000
-0,0550000000000000
-0,0550000000000000
-0,0500000000000000
-0,0400000000000000
-0,0400000000000000
-0,0500000000000000
-0,0650000000000000
-0,0850000000000000
-0,0800000000000000
-0,0800000000000000
-0,0700000000000000
-0,0700000000000000
-0,0800000000000000
-0,0900000000000000
-0,0900000000000000
-0,0950000000000000
-0,0900000000000000
-0,0900000000000000
-0,115000000000000
-0,135000000000000
-0,115000000000000
-0,105000000000000
-0,100000000000000
-0,110000000000000
-0,125000000000000
-0,140000000000000
-0,140000000000000
-0,120000000000000
-0,115000000000000
-0,130000000000000
-0,135000000000000
-0,150000000000000
-0,145000000000000
-0,130000000000000
-0,130000000000000
-0,145000000000000
-0,150000000000000
-0,160000000000000
-0,150000000000000
-0,130000000000000
-0,125000000000000
-0,125000000000000
-0,155000000000000
-0,155000000000000
-0,155000000000000
-0,140000000000000
-0,125000000000000
-0,130000000000000
-0,135000000000000
-0,150000000000000
-0,155000000000000
-0,135000000000000
-0,130000000000000
-0,135000000000000
-0,140000000000000
-0,165000000000000
-0,150000000000000
-0,135000000000000
-0,125000000000000
-0,145000000000000
-0,150000000000000
-0,160000000000000
-0,155000000000000
-0,135000000000000
-0,140000000000000
-0,150000000000000
-0,145000000000000
-0,160000000000000
-0,155000000000000
-0,150000000000000
-0,130000000000000
-0,125000000000000
-0,145000000000000
-0,150000000000000
-0,145000000000000
-0,135000000000000
-0,120000000000000
-0,130000000000000
-0,130000000000000
-0,150000000000000
-0,130000000000000
-0,125000000000000
-0,110000000000000
-0,120000000000000
-0,135000000000000
-0,140000000000000
-0,130000000000000
-0,115000000000000
-0,105000000000000
-0,110000000000000
-0,115000000000000
-0,125000000000000
-0,125000000000000
-0,105000000000000
-0,100000000000000
-0,105000000000000
-0,110000000000000
-0,120000000000000
-0,110000000000000
-0,100000000000000
-0,0800000000000000
-0,0850000000000000
-0,120000000000000
-0,110000000000000
-0,105000000000000
-0,105000000000000
-0,0900000000000000
-0,0850000000000000
-0,105000000000000
-0,120000000000000
-0,105000000000000
-0,105000000000000
-0,0900000000000000
-0,0900000000000000
-0,115000000000000
-0,130000000000000
-0,110000000000000
-0,0950000000000000
-0,0850000000000000
-0,0950000000000000
-0,0950000000000000
-0,120000000000000
-0,100000000000000
-0,0900000000000000
-0,100000000000000
-0,0950000000000000
-0,105000000000000
-0,110000000000000
-0,100000000000000
-0,0900000000000000
-0,0700000000000000
-0,0850000000000000
-0,0950000000000000
-0,110000000000000
-0,0900000000000000
-0,0850000000000000
-0,0750000000000000
-0,0850000000000000
-0,0950000000000000
-0,125000000000000
-0,0900000000000000
-0,0700000000000000
-0,0550000000000000
-0,0600000000000000
-0,0450000000000000
-0,0550000000000000
-0,0500000000000000
-0,0200000000000000
-0,00500000000000000
0
0,0200000000000000
0,0200000000000000
0,0500000000000000
0,115000000000000
0,175000000000000
0,200000000000000
0,200000000000000
0,180000000000000
0,200000000000000
0,205000000000000
0,190000000000000
0,145000000000000
0,115000000000000
0,0950000000000000
0,0750000000000000
0,0700000000000000
0,0650000000000000
0,0200000000000000
-0,0200000000000000
-0,0750000000000000
-0,0850000000000000
-0,105000000000000
-0,100000000000000
-0,120000000000000
-0,160000000000000
-0,160000000000000
-0,155000000000000
-0,145000000000000
-0,130000000000000
-0,145000000000000
-0,155000000000000
-0,150000000000000
-0,145000000000000
-0,135000000000000
-0,115000000000000
-0,120000000000000
-0,115000000000000
-0,125000000000000
-0,130000000000000
-0,115000000000000
-0,105000000000000
-0,100000000000000
-0,115000000000000
-0,155000000000000
-0,140000000000000
-0,0400000000000000
0,140000000000000
0,365000000000000
0,570000000000000
0,735000000000000
0,805000000000000
0,725000000000000
0,465000000000000
0,150000000000000
-0,0750000000000000
-0,175000000000000
-0,175000000000000
-0,140000000000000
-0,110000000000000
